train_no,station_code,event_type,scheduled_time_ts,actual_time_ts,delay_minutes
T0512,SRP,DEPARTURE,2026-01-14 02:03:06.000000000,2026-01-14 02:04:42.941790634,1.62
T0490,SRP,DEPARTURE,2026-01-14 02:03:06.000000000,2026-01-14 02:04:47.421262086,1.69
T0572,CGR,DEPARTURE,2026-01-14 02:04:48.000000000,2026-01-14 02:05:05.836243064,0.3
T0596,BDC,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:05:09.649780990,0.16
T0787,CGR,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:05:16.630700574,0.28
T0083,HWH,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:05:19.287302460,0.32
T0496,SRP,ARRIVAL,2026-01-14 02:02:36.000000000,2026-01-14 02:05:22.900042393,2.78
T0288,HWH,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:05:24.400157499,0.41
T0040,HWH,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:05:27.844360444,0.46
T0599,BDC,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:05:33.098165218,0.55
T0787,CGR,DEPARTURE,2026-01-14 02:05:30.000000000,2026-01-14 02:05:46.630700574,0.28
T0585,BDC,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:05:49.518672082,0.83
T0496,SRP,DEPARTURE,2026-01-14 02:03:06.000000000,2026-01-14 02:05:52.900042393,2.78
T0191,BDC,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:06:13.255690800,1.22
T0574,BDC,ARRIVAL,2026-01-14 02:05:48.000000000,2026-01-14 02:06:19.435288392,0.52
T0574,BDC,DEPARTURE,2026-01-14 02:06:18.000000000,2026-01-14 02:06:49.435288392,0.52
T0621,CGR,ARRIVAL,2026-01-14 02:06:42.000000000,2026-01-14 02:06:49.707439264,0.13
T0201,BDC,ARRIVAL,2026-01-14 02:05:00.000000000,2026-01-14 02:07:06.505125951,2.11
T0596,BDC,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:07:09.649780990,0.16
T0083,HWH,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:07:19.287302460,0.32
T0621,CGR,DEPARTURE,2026-01-14 02:07:12.000000000,2026-01-14 02:07:19.707439264,0.13
T0288,HWH,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:07:24.400157499,0.41
T0040,HWH,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:07:27.844360444,0.46
T0599,BDC,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:07:33.098165218,0.55
T0525,BLY,ARRIVAL,2026-01-14 02:07:42.000000000,2026-01-14 02:07:45.371887213,0.06
T0585,BDC,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:07:49.518672082,0.83
T0519,BLY,ARRIVAL,2026-01-14 02:07:42.000000000,2026-01-14 02:07:58.239712450,0.27
T0191,BDC,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:08:13.255690800,1.22
T0525,BLY,DEPARTURE,2026-01-14 02:08:12.000000000,2026-01-14 02:08:15.371887213,0.06
T0521,BLY,ARRIVAL,2026-01-14 02:07:42.000000000,2026-01-14 02:08:19.271856325,0.62
T0523,SRP,ARRIVAL,2026-01-14 02:07:36.000000000,2026-01-14 02:08:24.065457472,0.8
T0519,BLY,DEPARTURE,2026-01-14 02:08:12.000000000,2026-01-14 02:08:28.239712450,0.27
T0397,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:28.458523577,0.07
T0527,BLY,ARRIVAL,2026-01-14 02:07:42.000000000,2026-01-14 02:08:28.559817142,0.78
T0383,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:31.824456476,0.13
T0441,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:33.638644138,0.16
T0439,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:34.155380630,0.17
T0443,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:36.047662745,0.2
T0407,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:36.998137380,0.22
T0393,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:38.339301808,0.24
T0459,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:38.600126496,0.24
T0411,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:39.766801478,0.26
T0433,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:43.596714542,0.33
T0427,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:44.360793302,0.34
T0403,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:46.735919270,0.38
T0517,BLY,ARRIVAL,2026-01-14 02:07:42.000000000,2026-01-14 02:08:47.311622551,1.09
T0639,CGR,ARRIVAL,2026-01-14 02:06:42.000000000,2026-01-14 02:08:47.652919978,2.09
T0457,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:47.670828332,0.39
T0389,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:48.799071071,0.41
T0521,BLY,DEPARTURE,2026-01-14 02:08:12.000000000,2026-01-14 02:08:49.271856325,0.62
T0461,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:51.389951958,0.46
T0449,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:51.500418964,0.46
T0391,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:51.615339015,0.46
T0463,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:52.348848613,0.47
T0435,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:52.909552827,0.48
T0523,SRP,DEPARTURE,2026-01-14 02:08:06.000000000,2026-01-14 02:08:54.065457472,0.8
T0413,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:08:55.493826145,0.52
T0397,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:08:58.458523577,0.07
T0527,BLY,DEPARTURE,2026-01-14 02:08:12.000000000,2026-01-14 02:08:58.559817142,0.78
T0405,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:00.972401438,0.62
T0451,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:01.444212272,0.62
T0421,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:01.645554344,0.63
T0383,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:01.824456476,0.13
T0441,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:03.638644138,0.16
T0439,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:04.155380630,0.17
T0453,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:05.243552105,0.69
T0447,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:05.988898979,0.7
T0443,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:06.047662745,0.2
T0201,BDC,DEPARTURE,2026-01-14 02:07:00.000000000,2026-01-14 02:09:06.505125951,2.11
T0407,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:06.998137380,0.22
T0415,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:07.461436520,0.72
T0393,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:08.339301808,0.24
T0459,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:08.600126496,0.24
T0411,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:09.766801478,0.26
T0395,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:13.156034451,0.82
T0433,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:13.596714542,0.33
T0427,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:14.360793302,0.34
T0455,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:16.499243011,0.87
T0403,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:16.735919270,0.38
T0517,BLY,DEPARTURE,2026-01-14 02:08:12.000000000,2026-01-14 02:09:17.311622551,1.09
T0387,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:17.463817880,0.89
T0639,CGR,DEPARTURE,2026-01-14 02:07:12.000000000,2026-01-14 02:09:17.652919978,2.09
T0457,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:17.670828332,0.39
T0389,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:18.799071071,0.41
T0461,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:21.389951958,0.46
T0449,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:21.500418964,0.46
T0391,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:21.615339015,0.46
T0463,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:22.348848613,0.47
T0435,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:22.909552827,0.48
T0515,BLY,ARRIVAL,2026-01-14 02:07:42.000000000,2026-01-14 02:09:24.122223266,1.7
T0413,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:25.493826145,0.52
T0417,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:28.866871353,1.08
T0401,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:30.058989138,1.1
T0405,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:30.972401438,0.62
T0451,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:31.444212272,0.62
T0421,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:31.645554344,0.63
T0453,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:35.243552105,0.69
T0447,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:35.988898979,0.7
T0415,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:37.461436520,0.72
T0423,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:38.591520657,1.24
T0395,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:43.156034451,0.82
T0455,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:46.499243011,0.87
T0387,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:47.463817880,0.89
T0425,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:53.939709946,1.5
T0515,BLY,DEPARTURE,2026-01-14 02:08:12.000000000,2026-01-14 02:09:54.122223266,1.7
T0445,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:09:56.920144197,1.55
T0417,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:09:58.866871353,1.08
T0401,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:00.058989138,1.1
T0429,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:10:02.721289081,1.65
T0419,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:10:04.665728030,1.68
T0423,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:08.591520657,1.24
T0425,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:23.939709946,1.5
T0399,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:10:25.761290226,2.03
T0445,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:26.920144197,1.55
T0431,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:10:28.698058226,2.08
T0749,HWH,ARRIVAL,2026-01-14 02:10:00.000000000,2026-01-14 02:10:29.079726292,0.48
T0429,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:32.721289081,1.65
T0419,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:34.665728030,1.68
T0528,BLY,ARRIVAL,2026-01-14 02:07:42.000000000,2026-01-14 02:10:36.249330006,2.9
T0671,HWH,ARRIVAL,2026-01-14 02:10:00.000000000,2026-01-14 02:10:49.169045497,0.82
T0399,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:55.761290226,2.03
T0431,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:10:58.698058226,2.08
T0437,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:10:59.807917069,2.6
T0528,BLY,DEPARTURE,2026-01-14 02:08:12.000000000,2026-01-14 02:11:06.249330006,2.9
T0437,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:11:29.807917069,2.6
T0409,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:11:37.854823968,3.23
T0675,HWH,ARRIVAL,2026-01-14 02:10:00.000000000,2026-01-14 02:12:02.918469533,2.05
T0409,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:12:07.854823968,3.23
T0572,CNS,ARRIVAL,2026-01-14 02:11:54.000000000,2026-01-14 02:12:23.153928441,0.49
T0749,HWH,DEPARTURE,2026-01-14 02:12:00.000000000,2026-01-14 02:12:29.079726292,0.48
T0527,SRP,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:12:38.247419485,0.04
T0517,SRP,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:12:44.412404867,0.14
T0671,HWH,DEPARTURE,2026-01-14 02:12:00.000000000,2026-01-14 02:12:49.169045497,0.82
T0572,CNS,DEPARTURE,2026-01-14 02:12:24.000000000,2026-01-14 02:12:53.153928441,0.49
T0525,SRP,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:12:53.186515988,0.29
T0527,SRP,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:13:08.247419485,0.04
T0517,SRP,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:13:14.412404867,0.14
T0519,SRP,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:13:22.057415729,0.77
T0525,SRP,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:13:23.186515988,0.29
T0521,SRP,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:13:48.644411046,1.21
T0519,SRP,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:13:52.057415729,0.77
T0675,HWH,DEPARTURE,2026-01-14 02:12:00.000000000,2026-01-14 02:14:02.918469533,2.05
T0515,SRP,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:14:14.616159462,1.64
T0521,SRP,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:14:18.644411046,1.21
T0639,CNS,ARRIVAL,2026-01-14 02:14:18.000000000,2026-01-14 02:14:20.983675293,0.05
T0515,SRP,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:14:44.616159462,1.64
T0639,CNS,DEPARTURE,2026-01-14 02:14:48.000000000,2026-01-14 02:14:50.983675293,0.05
T0385,BDC,ARRIVAL,2026-01-14 02:08:24.000000000,2026-01-14 02:14:56.277388695,6.54
T0741,HWH,ARRIVAL,2026-01-14 02:15:00.000000000,2026-01-14 02:15:00.585351851,0.01
T0589,BDC,ARRIVAL,2026-01-14 02:15:00.000000000,2026-01-14 02:15:02.988001503,0.05
T0528,SRP,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:15:22.552111895,2.78
T0385,BDC,DEPARTURE,2026-01-14 02:08:54.000000000,2026-01-14 02:15:26.277388695,6.54
T0098,HWH,ARRIVAL,2026-01-14 02:15:00.000000000,2026-01-14 02:15:26.775081307,0.45
T0625,HWH,ARRIVAL,2026-01-14 02:15:00.000000000,2026-01-14 02:15:28.153816308,0.47
T0623,HWH,ARRIVAL,2026-01-14 02:15:00.000000000,2026-01-14 02:15:32.212103976,0.54
T0294,HWH,ARRIVAL,2026-01-14 02:15:00.000000000,2026-01-14 02:15:33.573093725,0.56
T0787,CNS,ARRIVAL,2026-01-14 02:12:36.000000000,2026-01-14 02:15:43.705947490,3.13
T0528,SRP,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:15:52.552111895,2.78
T0787,CNS,DEPARTURE,2026-01-14 02:13:06.000000000,2026-01-14 02:16:13.705947490,3.13
T0119,HWH,ARRIVAL,2026-01-14 02:15:00.000000000,2026-01-14 02:16:47.079043451,1.78
T0741,HWH,DEPARTURE,2026-01-14 02:17:00.000000000,2026-01-14 02:17:00.585351851,0.01
T0589,BDC,DEPARTURE,2026-01-14 02:17:00.000000000,2026-01-14 02:17:02.988001503,0.05
T0098,HWH,DEPARTURE,2026-01-14 02:17:00.000000000,2026-01-14 02:17:26.775081307,0.45
T0625,HWH,DEPARTURE,2026-01-14 02:17:00.000000000,2026-01-14 02:17:28.153816308,0.47
T0623,HWH,DEPARTURE,2026-01-14 02:17:00.000000000,2026-01-14 02:17:32.212103976,0.54
T0294,HWH,DEPARTURE,2026-01-14 02:17:00.000000000,2026-01-14 02:17:33.573093725,0.56
T0621,CNS,ARRIVAL,2026-01-14 02:14:18.000000000,2026-01-14 02:17:45.108052057,3.45
T0621,CNS,DEPARTURE,2026-01-14 02:14:48.000000000,2026-01-14 02:18:15.108052057,3.45
T0119,HWH,DEPARTURE,2026-01-14 02:17:00.000000000,2026-01-14 02:18:47.079043451,1.78
T0300,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:01.289715488,0.02
T0318,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:03.544782093,0.06
T0591,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:08.342951352,0.14
T0619,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:11.062648817,0.18
T0229,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:19.799155542,0.33
T0292,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:22.530432223,0.38
T0264,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:38.245951119,0.64
T0578,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:56.134011031,0.94
T0576,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:20:58.186719113,0.97
T0587,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:21:03.131416079,1.05
T0175,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:21:05.873162479,1.1
T0597,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:21:14.842228684,1.25
T0800,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:21:29.959110143,1.5
T0580,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:21:38.289770517,1.64
T0592,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:21:38.593706736,1.64
T0300,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:01.289715488,0.02
T0318,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:03.544782093,0.06
T0591,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:08.342951352,0.14
T0619,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:11.062648817,0.18
T0229,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:19.799155542,0.33
T0292,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:22.530432223,0.38
T0310,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:22:35.956409352,2.6
T0264,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:38.245951119,0.64
T0578,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:56.134011031,0.94
T0576,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:22:58.186719113,0.97
T0594,BDC,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:22:58.756934852,2.98
T0587,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:23:03.131416079,1.05
T0175,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:23:05.873162479,1.1
T0597,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:23:14.842228684,1.25
T0572,BDC,ARRIVAL,2026-01-14 02:23:24.000000000,2026-01-14 02:23:24.561052130,0.01
T0800,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:23:29.959110143,1.5
T0580,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:23:38.289770517,1.64
T0592,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:23:38.593706736,1.64
T0572,BDC,DEPARTURE,2026-01-14 02:23:54.000000000,2026-01-14 02:23:54.561052130,0.01
T0044,HWH,ARRIVAL,2026-01-14 02:20:00.000000000,2026-01-14 02:24:19.245671838,4.32
T0310,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:24:35.956409352,2.6
T0787,BDC,ARRIVAL,2026-01-14 02:24:06.000000000,2026-01-14 02:24:50.208278614,0.74
T0594,BDC,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:24:58.756934852,2.98
T0298,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:03.512756940,0.06
T0316,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:04.761840559,0.08
T0314,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:05.098816103,0.08
T0324,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:06.036005751,0.1
T0312,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:10.459020525,0.17
T0330,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:15.904025390,0.27
T0787,BDC,DEPARTURE,2026-01-14 02:24:36.000000000,2026-01-14 02:25:20.208278614,0.74
T0304,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:23.582433226,0.39
T0655,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:37.274625175,0.62
T0326,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:47.587160468,0.79
T0290,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:48.389497729,0.81
T0296,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:51.598788674,0.86
T0623,SRP,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:52.761851379,0.88
T0765,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:25:55.928828864,0.93
T0328,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:26:03.758091780,1.06
T0332,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:26:06.660307008,1.11
T0333,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:26:18.922040795,1.32
T0044,HWH,DEPARTURE,2026-01-14 02:22:00.000000000,2026-01-14 02:26:19.245671838,4.32
T0074,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:26:21.115045319,1.35
T0623,SRP,DEPARTURE,2026-01-14 02:25:30.000000000,2026-01-14 02:26:22.761851379,0.88
T0625,SRP,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:26:37.249517865,1.62
T0724,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:26:44.489810870,1.74
T0298,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:03.512756940,0.06
T0316,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:04.761840559,0.08
T0314,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:05.098816103,0.08
T0324,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:06.036005751,0.1
T0625,SRP,DEPARTURE,2026-01-14 02:25:30.000000000,2026-01-14 02:27:07.249517865,1.62
T0312,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:10.459020525,0.17
T0302,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:27:15.228261858,2.25
T0330,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:15.904025390,0.27
T0308,HWH,ARRIVAL,2026-01-14 02:25:00.000000000,2026-01-14 02:27:16.230103019,2.27
T0304,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:23.582433226,0.39
T0655,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:37.274625175,0.62
T0326,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:47.587160468,0.79
T0290,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:48.389497729,0.81
T0296,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:51.598788674,0.86
T0765,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:27:55.928828864,0.93
T0639,BDC,ARRIVAL,2026-01-14 02:25:48.000000000,2026-01-14 02:27:58.786988304,2.18
T0328,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:28:03.758091780,1.06
T0332,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:28:06.660307008,1.11
T0333,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:28:18.922040795,1.32
T0074,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:28:21.115045319,1.35
T0639,BDC,DEPARTURE,2026-01-14 02:26:18.000000000,2026-01-14 02:28:28.786988304,2.18
T0621,BDC,ARRIVAL,2026-01-14 02:25:48.000000000,2026-01-14 02:28:29.078606775,2.68
T0724,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:28:44.489810870,1.74
T0621,BDC,DEPARTURE,2026-01-14 02:26:18.000000000,2026-01-14 02:28:59.078606775,2.68
T0302,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:29:15.228261858,2.25
T0308,HWH,DEPARTURE,2026-01-14 02:27:00.000000000,2026-01-14 02:29:16.230103019,2.27
T0619,SRP,ARRIVAL,2026-01-14 02:30:00.000000000,2026-01-14 02:30:05.697265026,0.09
T0015,HWH,ARRIVAL,2026-01-14 02:30:00.000000000,2026-01-14 02:30:09.632591459,0.16
T0665,HWH,ARRIVAL,2026-01-14 02:30:00.000000000,2026-01-14 02:30:17.500709853,0.29
