train_no,station_code,event_type,actual_time_ts,delay_minutes
T0431,CGR,ARRIVAL,50:22.0,1.07
T0431,CGR,DEPARTURE,50:52.0,1.07
T0431,CNS,ARRIVAL,59:04.7,2.18
T0431,CNS,DEPARTURE,59:34.7,2.18
T0431,BDC,ARRIVAL,10:28.7,2.08
T0431,BDC,DEPARTURE,10:58.7,2.08
T0432,HWH,ARRIVAL,05:28.8,0.48
T0432,HWH,DEPARTURE,07:28.8,0.48
T0432,BLY,ARRIVAL,17:47.8,0.1
T0432,BLY,DEPARTURE,18:17.8,0.1
T0432,SRP,ARRIVAL,25:57.1,3.35
T0432,SRP,DEPARTURE,26:27.1,3.35
T0432,CGR,ARRIVAL,30:45.6,1.46
T0432,CGR,DEPARTURE,31:15.6,1.46
T0432,CNS,ARRIVAL,37:00.4,0.11
T0432,CNS,DEPARTURE,37:30.4,0.11
T0432,BDC,ARRIVAL,50:25.7,2.03
T0432,BDC,DEPARTURE,50:55.7,2.03
T0433,HWH,ARRIVAL,26:37.9,1.63
T0433,HWH,DEPARTURE,28:37.9,1.63
T0433,BLY,ARRIVAL,38:17.1,0.59
T0433,BLY,DEPARTURE,38:47.1,0.59
T0433,SRP,ARRIVAL,43:18.9,0.72
T0433,SRP,DEPARTURE,43:48.9,0.72
T0433,CGR,ARRIVAL,49:42.4,0.41
T0433,CGR,DEPARTURE,50:12.4,0.41
T0433,CNS,ARRIVAL,56:56.7,0.05
T0433,CNS,DEPARTURE,57:26.7,0.05
T0433,BDC,ARRIVAL,08:43.6,0.33
T0433,BDC,DEPARTURE,09:13.6,0.33
T0434,HWH,ARRIVAL,06:17.9,1.3
T0434,HWH,DEPARTURE,08:17.9,1.3
T0434,BLY,ARRIVAL,17:42.2,0.0
T0434,BLY,DEPARTURE,18:12.2,0.0
T0434,SRP,ARRIVAL,22:55.5,0.32
T0434,SRP,DEPARTURE,23:25.5,0.32
T0434,CGR,ARRIVAL,29:42.4,0.41
T0434,CGR,DEPARTURE,30:12.4,0.41
T0434,CNS,ARRIVAL,37:31.0,0.62
T0434,CNS,DEPARTURE,38:01.0,0.62
T0434,BDC,ARRIVAL,50:25.1,2.02
T0434,BDC,DEPARTURE,50:55.1,2.02
T0435,HWH,ARRIVAL,25:20.4,0.34
T0435,HWH,DEPARTURE,27:20.4,0.34
T0435,BLY,ARRIVAL,38:02.5,0.34
T0435,BLY,DEPARTURE,38:32.5,0.34
T0435,SRP,ARRIVAL,43:40.2,1.07
T0435,SRP,DEPARTURE,44:10.2,1.07
T0435,CGR,ARRIVAL,49:46.9,0.48
T0435,CGR,DEPARTURE,50:16.9,0.48
T0435,CNS,ARRIVAL,57:06.2,0.2
T0435,CNS,DEPARTURE,57:36.2,0.2
T0435,BDC,ARRIVAL,08:52.9,0.48
T0435,BDC,DEPARTURE,09:22.9,0.48
T0436,HWH,ARRIVAL,05:07.3,0.12
T0436,HWH,DEPARTURE,07:07.3,0.12
T0436,BLY,ARRIVAL,17:51.3,0.16
T0436,BLY,DEPARTURE,18:21.3,0.16
T0436,SRP,ARRIVAL,23:09.1,0.55
T0436,SRP,DEPARTURE,23:39.1,0.55
T0436,CGR,ARRIVAL,29:44.1,0.43
T0436,CGR,DEPARTURE,30:14.1,0.43
T0436,CNS,ARRIVAL,38:52.2,1.97
T0436,CNS,DEPARTURE,39:22.2,1.97
T0436,BDC,ARRIVAL,48:45.6,0.36
T0436,BDC,DEPARTURE,49:15.6,0.36
T0437,HWH,ARRIVAL,25:41.7,0.7
T0437,HWH,DEPARTURE,27:41.7,0.7
T0437,BLY,ARRIVAL,38:30.0,0.8
T0437,BLY,DEPARTURE,39:00.0,0.8
T0437,SRP,ARRIVAL,42:36.6,0.01
T0437,SRP,DEPARTURE,43:06.6,0.01
T0437,CGR,ARRIVAL,50:10.3,0.87
T0437,CGR,DEPARTURE,50:40.3,0.87
T0437,CNS,ARRIVAL,57:03.4,0.16
T0437,CNS,DEPARTURE,57:33.4,0.16
T0437,BDC,ARRIVAL,10:59.8,2.6
T0437,BDC,DEPARTURE,11:29.8,2.6
T0438,HWH,ARRIVAL,05:07.7,0.13
T0438,HWH,DEPARTURE,07:07.7,0.13
T0438,BLY,ARRIVAL,18:07.7,0.43
T0438,BLY,DEPARTURE,18:37.7,0.43
T0438,SRP,ARRIVAL,22:40.3,0.07
T0438,SRP,DEPARTURE,23:10.3,0.07
T0438,CGR,ARRIVAL,33:54.9,4.61
T0438,CGR,DEPARTURE,34:24.9,4.61
T0438,CNS,ARRIVAL,37:27.5,0.56
T0438,CNS,DEPARTURE,37:57.5,0.56
T0438,BDC,ARRIVAL,49:07.4,0.72
T0438,BDC,DEPARTURE,49:37.4,0.72
T0439,HWH,ARRIVAL,25:03.3,0.06
T0439,HWH,DEPARTURE,27:03.3,0.06
T0439,BLY,ARRIVAL,38:48.5,1.11
T0439,BLY,DEPARTURE,39:18.5,1.11
T0439,SRP,ARRIVAL,42:47.3,0.19
T0439,SRP,DEPARTURE,43:17.3,0.19
T0439,CGR,ARRIVAL,51:07.6,1.83
T0439,CGR,DEPARTURE,51:37.6,1.83
T0439,CNS,ARRIVAL,57:05.0,0.18
T0439,CNS,DEPARTURE,57:35.0,0.18
T0439,BDC,ARRIVAL,08:34.2,0.17
T0439,BDC,DEPARTURE,09:04.2,0.17
T0440,HWH,ARRIVAL,05:01.8,0.03
T0440,HWH,DEPARTURE,07:01.8,0.03
T0440,BLY,ARRIVAL,18:12.7,0.51
T0440,BLY,DEPARTURE,18:42.7,0.51
T0440,SRP,ARRIVAL,23:15.9,0.67
T0440,SRP,DEPARTURE,23:45.9,0.67
T0440,CGR,ARRIVAL,29:21.3,0.05
T0440,CGR,DEPARTURE,29:51.3,0.05
T0440,CNS,ARRIVAL,38:05.7,1.2
T0440,CNS,DEPARTURE,38:35.7,1.2
T0440,BDC,ARRIVAL,48:53.0,0.48
T0440,BDC,DEPARTURE,49:23.0,0.48
T0441,HWH,ARRIVAL,25:35.7,0.59
T0441,HWH,DEPARTURE,27:35.7,0.59
T0441,BLY,ARRIVAL,38:09.9,0.46
T0441,BLY,DEPARTURE,38:39.9,0.46
T0441,SRP,ARRIVAL,43:00.6,0.41
T0441,SRP,DEPARTURE,43:30.6,0.41
T0441,CGR,ARRIVAL,49:57.4,0.66
T0441,CGR,DEPARTURE,50:27.4,0.66
T0441,CNS,ARRIVAL,57:02.1,0.13
T0441,CNS,DEPARTURE,57:32.1,0.13
T0441,BDC,ARRIVAL,08:33.6,0.16
T0441,BDC,DEPARTURE,09:03.6,0.16
T0442,HWH,ARRIVAL,06:35.0,1.58
T0442,HWH,DEPARTURE,08:35.0,1.58
T0442,BLY,ARRIVAL,20:02.2,2.34
T0442,BLY,DEPARTURE,20:32.2,2.34
T0442,SRP,ARRIVAL,22:58.4,0.37
T0442,SRP,DEPARTURE,23:28.4,0.37
T0442,CGR,ARRIVAL,29:33.2,0.25
T0442,CGR,DEPARTURE,30:03.2,0.25
T0442,CNS,ARRIVAL,37:43.6,0.83
T0442,CNS,DEPARTURE,38:13.6,0.83
T0442,BDC,ARRIVAL,48:49.2,0.42
T0442,BDC,DEPARTURE,49:19.2,0.42
T0443,HWH,ARRIVAL,25:01.2,0.02
T0443,HWH,DEPARTURE,27:01.2,0.02
T0443,BLY,ARRIVAL,37:50.2,0.14
T0443,BLY,DEPARTURE,38:20.1,0.14
T0443,SRP,ARRIVAL,43:36.4,1.01
T0443,SRP,DEPARTURE,44:06.4,1.01
T0443,CGR,ARRIVAL,50:09.6,0.86
T0443,CGR,DEPARTURE,50:39.6,0.86
T0443,CNS,ARRIVAL,56:55.3,0.02
T0443,CNS,DEPARTURE,57:25.3,0.02
T0443,BDC,ARRIVAL,08:36.0,0.2
T0443,BDC,DEPARTURE,09:06.0,0.2
T0444,HWH,ARRIVAL,05:12.6,0.21
T0444,HWH,DEPARTURE,07:12.6,0.21
T0444,BLY,ARRIVAL,18:35.5,0.89
T0444,BLY,DEPARTURE,19:05.5,0.89
T0444,SRP,ARRIVAL,22:37.0,0.02
T0444,SRP,DEPARTURE,23:07.0,0.02
T0444,CGR,ARRIVAL,29:23.3,0.09
T0444,CGR,DEPARTURE,29:53.3,0.09
T0444,CNS,ARRIVAL,38:11.2,1.29
T0444,CNS,DEPARTURE,38:41.2,1.29
T0444,BDC,ARRIVAL,48:33.4,0.16
T0444,BDC,DEPARTURE,49:03.4,0.16
T0445,HWH,ARRIVAL,25:50.8,0.85
T0445,HWH,DEPARTURE,27:50.8,0.85
T0445,BLY,ARRIVAL,37:55.1,0.22
T0445,BLY,DEPARTURE,38:25.1,0.22
T0445,SRP,ARRIVAL,42:41.0,0.08
T0445,SRP,DEPARTURE,43:11.0,0.08
T0445,CGR,ARRIVAL,49:31.4,0.22
T0445,CGR,DEPARTURE,50:01.4,0.22
T0445,CNS,ARRIVAL,57:55.5,1.02
T0445,CNS,DEPARTURE,58:25.5,1.02
T0445,BDC,ARRIVAL,09:56.9,1.55
T0445,BDC,DEPARTURE,10:26.9,1.55
T0446,HWH,ARRIVAL,06:25.1,1.42
T0446,HWH,DEPARTURE,08:25.1,1.42
T0446,BLY,ARRIVAL,18:06.3,0.4
T0446,BLY,DEPARTURE,18:36.3,0.4
T0446,SRP,ARRIVAL,23:28.9,0.88
T0446,SRP,DEPARTURE,23:58.9,0.88
T0446,CGR,ARRIVAL,29:29.0,0.18
T0446,CGR,DEPARTURE,29:59.0,0.18
T0446,CNS,ARRIVAL,37:10.7,0.28
T0446,CNS,DEPARTURE,37:40.7,0.28
T0446,BDC,ARRIVAL,50:12.8,1.81
T0446,BDC,DEPARTURE,50:42.8,1.81
T0447,HWH,ARRIVAL,25:00.6,0.01
T0447,HWH,DEPARTURE,27:00.6,0.01
T0447,BLY,ARRIVAL,37:46.3,0.07
T0447,BLY,DEPARTURE,38:16.3,0.07
T0447,SRP,ARRIVAL,42:47.2,0.19
T0447,SRP,DEPARTURE,43:17.2,0.19
T0447,CGR,ARRIVAL,49:19.3,0.02
T0447,CGR,DEPARTURE,49:49.3,0.02
T0447,CNS,ARRIVAL,57:03.6,0.16
T0447,CNS,DEPARTURE,57:33.6,0.16
T0447,BDC,ARRIVAL,09:06.0,0.7
T0447,BDC,DEPARTURE,09:36.0,0.7
T0448,HWH,ARRIVAL,05:26.3,0.44
T0448,HWH,DEPARTURE,07:26.3,0.44
T0448,BLY,ARRIVAL,19:29.1,1.79
T0448,BLY,DEPARTURE,19:59.1,1.79
T0448,SRP,ARRIVAL,23:57.6,1.36
T0448,SRP,DEPARTURE,24:27.6,1.36
T0448,CGR,ARRIVAL,29:38.1,0.33
T0448,CGR,DEPARTURE,30:08.1,0.33
T0448,CNS,ARRIVAL,37:08.4,0.24
T0448,CNS,DEPARTURE,37:38.4,0.24
T0448,BDC,ARRIVAL,48:46.9,0.38
T0448,BDC,DEPARTURE,49:16.9,0.38
T0449,HWH,ARRIVAL,25:42.8,0.71
T0449,HWH,DEPARTURE,27:42.8,0.71
T0449,BLY,ARRIVAL,37:57.0,0.25
T0449,BLY,DEPARTURE,38:27.0,0.25
T0449,SRP,ARRIVAL,43:23.0,0.78
T0449,SRP,DEPARTURE,43:53.0,0.78
T0449,CGR,ARRIVAL,49:43.3,0.42
T0449,CGR,DEPARTURE,50:13.3,0.42
T0449,CNS,ARRIVAL,57:32.5,0.64
T0449,CNS,DEPARTURE,58:02.5,0.64
T0449,BDC,ARRIVAL,08:51.5,0.46
T0449,BDC,DEPARTURE,09:21.5,0.46
T0450,HWH,ARRIVAL,05:16.7,0.28
T0450,HWH,DEPARTURE,07:16.7,0.28
T0450,BLY,ARRIVAL,20:04.3,2.37
T0450,BLY,DEPARTURE,20:34.3,2.37
T0450,SRP,ARRIVAL,23:45.2,1.15
T0450,SRP,DEPARTURE,24:15.2,1.15
T0450,CGR,ARRIVAL,29:25.2,0.12
T0450,CGR,DEPARTURE,29:55.2,0.12
T0450,CNS,ARRIVAL,38:31.4,1.62
T0450,CNS,DEPARTURE,39:01.4,1.62
T0450,BDC,ARRIVAL,48:56.1,0.53
T0450,BDC,DEPARTURE,49:26.1,0.53
T0451,HWH,ARRIVAL,26:48.0,1.8
T0451,HWH,DEPARTURE,28:48.0,1.8
T0451,BLY,ARRIVAL,38:59.2,1.29
T0451,BLY,DEPARTURE,39:29.2,1.29
T0451,SRP,ARRIVAL,43:02.6,0.44
T0451,SRP,DEPARTURE,43:32.6,0.44
T0451,CGR,ARRIVAL,49:19.1,0.02
T0451,CGR,DEPARTURE,49:49.1,0.02
T0451,CNS,ARRIVAL,57:09.0,0.25
T0451,CNS,DEPARTURE,57:39.0,0.25
T0451,BDC,ARRIVAL,09:01.4,0.62
T0451,BDC,DEPARTURE,09:31.4,0.62
T0452,HWH,ARRIVAL,05:48.2,0.8
T0452,HWH,DEPARTURE,07:48.2,0.8
T0452,BLY,ARRIVAL,17:56.3,0.24
T0452,BLY,DEPARTURE,18:26.3,0.24
T0452,SRP,ARRIVAL,22:43.2,0.12
T0452,SRP,DEPARTURE,23:13.2,0.12
T0452,CGR,ARRIVAL,30:44.5,1.44
T0452,CGR,DEPARTURE,31:14.5,1.44
T0452,CNS,ARRIVAL,40:13.7,3.33
T0452,CNS,DEPARTURE,40:43.7,3.33
T0452,BDC,ARRIVAL,48:59.8,0.6
T0452,BDC,DEPARTURE,49:29.8,0.6
T0453,HWH,ARRIVAL,25:09.0,0.15
T0453,HWH,DEPARTURE,27:09.0,0.15
T0453,BLY,ARRIVAL,37:57.3,0.25
T0453,BLY,DEPARTURE,38:27.3,0.25
T0453,SRP,ARRIVAL,42:36.9,0.01
T0453,SRP,DEPARTURE,43:06.9,0.01
T0453,CGR,ARRIVAL,51:15.9,1.97
T0453,CGR,DEPARTURE,51:45.9,1.97
T0453,CNS,ARRIVAL,57:00.0,0.1
T0453,CNS,DEPARTURE,57:30.0,0.1
T0453,BDC,ARRIVAL,09:05.2,0.69
T0453,BDC,DEPARTURE,09:35.2,0.69
T0454,HWH,ARRIVAL,05:15.4,0.26
T0454,HWH,DEPARTURE,07:15.4,0.26
T0454,BLY,ARRIVAL,18:20.8,0.65
T0454,BLY,DEPARTURE,18:50.8,0.65
T0454,SRP,ARRIVAL,23:26.6,0.84
T0454,SRP,DEPARTURE,23:56.6,0.84
T0454,CGR,ARRIVAL,30:43.0,1.42
T0454,CGR,DEPARTURE,31:13.0,1.42
T0454,CNS,ARRIVAL,37:05.1,0.18
T0454,CNS,DEPARTURE,37:35.1,0.18
T0454,BDC,ARRIVAL,48:24.5,0.01
T0454,BDC,DEPARTURE,48:54.5,0.01
T0455,HWH,ARRIVAL,25:07.1,0.12
T0455,HWH,DEPARTURE,27:07.1,0.12
T0455,BLY,ARRIVAL,39:32.5,1.84
T0455,BLY,DEPARTURE,40:02.5,1.84
T0455,SRP,ARRIVAL,44:15.4,1.66
T0455,SRP,DEPARTURE,44:45.4,1.66
T0455,CGR,ARRIVAL,50:01.7,0.73
T0455,CGR,DEPARTURE,50:31.7,0.73
T0455,CNS,ARRIVAL,57:38.0,0.73
T0455,CNS,DEPARTURE,58:08.0,0.73
T0455,BDC,ARRIVAL,09:16.5,0.87
T0455,BDC,DEPARTURE,09:46.5,0.87
T0456,HWH,ARRIVAL,05:09.3,0.15
T0456,HWH,DEPARTURE,07:09.3,0.15
T0456,BLY,ARRIVAL,19:40.0,1.97
T0456,BLY,DEPARTURE,20:10.0,1.97
T0456,SRP,ARRIVAL,23:02.0,0.43
T0456,SRP,DEPARTURE,23:32.0,0.43
T0456,CGR,ARRIVAL,29:41.2,0.39
T0456,CGR,DEPARTURE,30:11.2,0.39
T0456,CNS,ARRIVAL,37:29.1,0.59
T0456,CNS,DEPARTURE,37:59.1,0.59
T0456,BDC,ARRIVAL,48:26.3,0.04
T0456,BDC,DEPARTURE,48:56.3,0.04
T0457,HWH,ARRIVAL,25:08.7,0.15
T0457,HWH,DEPARTURE,27:08.7,0.15
T0457,BLY,ARRIVAL,38:46.3,1.07
T0457,BLY,DEPARTURE,39:16.3,1.07
T0457,SRP,ARRIVAL,42:40.1,0.07
T0457,SRP,DEPARTURE,43:10.1,0.07
T0457,CGR,ARRIVAL,50:02.4,0.74
T0457,CGR,DEPARTURE,50:32.4,0.74
T0457,CNS,ARRIVAL,57:07.5,0.23
T0457,CNS,DEPARTURE,57:37.5,0.23
T0457,BDC,ARRIVAL,08:47.7,0.39
T0457,BDC,DEPARTURE,09:17.7,0.39
T0458,HWH,ARRIVAL,05:16.4,0.27
T0458,HWH,DEPARTURE,07:16.4,0.27
T0458,BLY,ARRIVAL,18:03.1,0.35
T0458,BLY,DEPARTURE,18:33.1,0.35
T0458,SRP,ARRIVAL,23:36.9,1.02
T0458,SRP,DEPARTURE,24:06.9,1.02
T0458,CGR,ARRIVAL,29:34.9,0.28
T0458,CGR,DEPARTURE,30:04.9,0.28
T0458,CNS,ARRIVAL,37:34.1,0.67
T0458,CNS,DEPARTURE,38:04.1,0.67
T0458,BDC,ARRIVAL,48:55.0,0.52
T0458,BDC,DEPARTURE,49:25.0,0.52
T0459,HWH,ARRIVAL,25:52.3,0.87
T0459,HWH,DEPARTURE,27:52.3,0.87
T0459,BLY,ARRIVAL,39:54.6,2.21
T0459,BLY,DEPARTURE,40:24.6,2.21
T0459,SRP,ARRIVAL,43:39.3,1.06
T0459,SRP,DEPARTURE,44:09.3,1.06
T0459,CGR,ARRIVAL,49:29.6,0.19
T0459,CGR,DEPARTURE,49:59.6,0.19
T0459,CNS,ARRIVAL,56:55.5,0.03
T0459,CNS,DEPARTURE,57:25.5,0.03
T0459,BDC,ARRIVAL,08:38.6,0.24
T0459,BDC,DEPARTURE,09:08.6,0.24
T0460,HWH,ARRIVAL,05:43.4,0.72
T0460,HWH,DEPARTURE,07:43.4,0.72
T0460,BLY,ARRIVAL,17:44.5,0.04
T0460,BLY,DEPARTURE,18:14.5,0.04
T0460,SRP,ARRIVAL,23:08.9,0.55
T0460,SRP,DEPARTURE,23:38.9,0.55
T0460,CGR,ARRIVAL,30:01.6,0.73
T0460,CGR,DEPARTURE,30:31.6,0.73
T0460,CNS,ARRIVAL,37:13.5,0.33
T0460,CNS,DEPARTURE,37:43.5,0.33
T0460,BDC,ARRIVAL,49:34.7,1.18
T0460,BDC,DEPARTURE,50:04.7,1.18
T0461,HWH,ARRIVAL,25:05.4,0.09
T0461,HWH,DEPARTURE,27:05.4,0.09
T0461,BLY,ARRIVAL,37:45.7,0.06
T0461,BLY,DEPARTURE,38:15.7,0.06
T0461,SRP,ARRIVAL,43:38.5,1.04
T0461,SRP,DEPARTURE,44:08.5,1.04
T0461,CGR,ARRIVAL,49:50.8,0.55
T0461,CGR,DEPARTURE,50:20.8,0.55
T0461,CNS,ARRIVAL,57:50.0,0.93
T0461,CNS,DEPARTURE,58:20.0,0.93
T0461,BDC,ARRIVAL,08:51.4,0.46
T0461,BDC,DEPARTURE,09:21.4,0.46
T0462,HWH,ARRIVAL,05:13.6,0.23
T0462,HWH,DEPARTURE,07:13.6,0.23
T0462,BLY,ARRIVAL,19:04.1,1.37
T0462,BLY,DEPARTURE,19:34.1,1.37
T0462,SRP,ARRIVAL,23:53.1,1.29
T0462,SRP,DEPARTURE,24:23.1,1.29
T0462,CGR,ARRIVAL,30:14.9,0.95
T0462,CGR,DEPARTURE,30:45.0,0.95
T0462,CNS,ARRIVAL,37:09.2,0.25
T0462,CNS,DEPARTURE,37:39.2,0.25
T0462,BDC,ARRIVAL,49:06.8,0.71
T0462,BDC,DEPARTURE,49:36.8,0.71
T0463,HWH,ARRIVAL,25:21.5,0.36
T0463,HWH,DEPARTURE,27:21.5,0.36
T0463,BLY,ARRIVAL,37:46.6,0.08
T0463,BLY,DEPARTURE,38:16.6,0.08
T0463,SRP,ARRIVAL,44:35.6,1.99
T0463,SRP,DEPARTURE,45:05.6,1.99
T0463,CGR,ARRIVAL,49:25.1,0.12
T0463,CGR,DEPARTURE,49:55.1,0.12
T0463,CNS,ARRIVAL,59:18.0,2.4
T0463,CNS,DEPARTURE,59:48.0,2.4
T0463,BDC,ARRIVAL,08:52.3,0.47
T0463,BDC,DEPARTURE,09:22.3,0.47
T0464,HWH,ARRIVAL,05:09.8,0.16
T0464,HWH,DEPARTURE,07:09.8,0.16
T0464,BLY,ARRIVAL,18:19.5,0.62
T0464,BLY,DEPARTURE,18:49.5,0.62
T0464,SRP,ARRIVAL,24:15.0,1.65
T0464,SRP,DEPARTURE,24:45.0,1.65
T0464,CGR,ARRIVAL,30:21.2,1.05
T0464,CGR,DEPARTURE,30:51.2,1.05
T0464,CNS,ARRIVAL,38:12.9,1.31
T0464,CNS,DEPARTURE,38:42.9,1.31
T0464,BDC,ARRIVAL,49:15.6,0.86
T0464,BDC,DEPARTURE,49:45.6,0.86
T0465,HWH,ARRIVAL,05:56.6,0.94
T0465,HWH,DEPARTURE,07:56.6,0.94
T0465,BLY,ARRIVAL,19:12.8,1.51
T0465,BLY,DEPARTURE,19:42.8,1.51
T0465,SRP,ARRIVAL,22:49.8,0.23
T0465,SRP,DEPARTURE,23:19.8,0.23
T0466,HWH,ARRIVAL,05:32.3,0.54
T0466,HWH,DEPARTURE,07:32.3,0.54
T0466,BLY,ARRIVAL,17:54.0,0.2
T0466,BLY,DEPARTURE,18:24.0,0.2
T0466,SRP,ARRIVAL,26:07.0,3.52
T0466,SRP,DEPARTURE,26:37.0,3.52
T0467,HWH,ARRIVAL,07:18.4,2.31
T0467,HWH,DEPARTURE,09:18.4,2.31
T0467,BLY,ARRIVAL,17:43.9,0.03
T0467,BLY,DEPARTURE,18:13.9,0.03
T0467,SRP,ARRIVAL,23:34.7,0.98
T0467,SRP,DEPARTURE,24:04.7,0.98
T0468,HWH,ARRIVAL,07:04.5,2.07
T0468,HWH,DEPARTURE,09:04.5,2.07
T0468,BLY,ARRIVAL,17:51.6,0.16
T0468,BLY,DEPARTURE,18:21.6,0.16
T0468,SRP,ARRIVAL,23:16.3,0.67
T0468,SRP,DEPARTURE,23:46.3,0.67
T0469,HWH,ARRIVAL,06:58.6,1.98
T0469,HWH,DEPARTURE,08:58.6,1.98
T0469,BLY,ARRIVAL,17:43.7,0.03
T0469,BLY,DEPARTURE,18:13.7,0.03
T0469,SRP,ARRIVAL,23:33.4,0.96
T0469,SRP,DEPARTURE,24:03.4,0.96
T0470,HWH,ARRIVAL,25:16.9,0.28
T0470,HWH,DEPARTURE,27:16.9,0.28
T0470,BLY,ARRIVAL,39:45.9,2.07
T0470,BLY,DEPARTURE,40:15.9,2.07
T0470,SRP,ARRIVAL,45:26.0,2.83
T0470,SRP,DEPARTURE,45:56.0,2.83
T0471,HWH,ARRIVAL,07:18.6,2.31
T0471,HWH,DEPARTURE,09:18.6,2.31
T0471,BLY,ARRIVAL,18:12.9,0.51
T0471,BLY,DEPARTURE,18:42.9,0.51
T0471,SRP,ARRIVAL,24:11.1,1.58
T0471,SRP,DEPARTURE,24:41.1,1.58
T0472,HWH,ARRIVAL,46:29.3,1.49
T0472,HWH,DEPARTURE,48:29.3,1.49
T0472,BLY,ARRIVAL,58:00.4,0.31
T0472,BLY,DEPARTURE,58:30.4,0.31
T0472,SRP,ARRIVAL,04:00.7,1.41
T0472,SRP,DEPARTURE,04:30.7,1.41
T0473,HWH,ARRIVAL,05:01.8,0.03
T0473,HWH,DEPARTURE,07:01.8,0.03
T0473,BLY,ARRIVAL,18:25.5,0.73
T0473,BLY,DEPARTURE,18:55.5,0.73
T0473,SRP,ARRIVAL,22:48.5,0.21
T0473,SRP,DEPARTURE,23:18.5,0.21
T0474,HWH,ARRIVAL,45:06.2,0.1
T0474,HWH,DEPARTURE,47:06.2,0.1
T0474,BLY,ARRIVAL,57:45.8,0.06
T0474,BLY,DEPARTURE,58:15.8,0.06
T0474,SRP,ARRIVAL,03:33.2,0.95
T0474,SRP,DEPARTURE,04:03.2,0.95
T0475,HWH,ARRIVAL,05:19.9,0.33
T0475,HWH,DEPARTURE,07:19.9,0.33
T0475,BLY,ARRIVAL,18:43.9,1.03
T0475,BLY,DEPARTURE,19:13.9,1.03
T0475,SRP,ARRIVAL,22:39.2,0.05
T0475,SRP,DEPARTURE,23:09.2,0.05
T0476,HWH,ARRIVAL,45:18.2,0.3
T0476,HWH,DEPARTURE,47:18.2,0.3
T0476,BLY,ARRIVAL,58:19.2,0.62
T0476,BLY,DEPARTURE,58:49.2,0.62
T0476,SRP,ARRIVAL,03:51.1,1.25
T0476,SRP,DEPARTURE,04:21.1,1.25
T0477,HWH,ARRIVAL,05:18.4,0.31
T0477,HWH,DEPARTURE,07:18.4,0.31
T0477,BLY,ARRIVAL,18:29.2,0.79
T0477,BLY,DEPARTURE,18:59.2,0.79
T0477,SRP,ARRIVAL,24:20.2,1.74
T0477,SRP,DEPARTURE,24:50.2,1.74
T0478,HWH,ARRIVAL,45:45.9,0.77
T0478,HWH,DEPARTURE,47:45.9,0.77
T0478,BLY,ARRIVAL,57:54.7,0.21
T0478,BLY,DEPARTURE,58:24.7,0.21
T0478,SRP,ARRIVAL,02:37.2,0.02
T0478,SRP,DEPARTURE,03:07.2,0.02
T0479,HWH,ARRIVAL,06:38.0,1.63
T0479,HWH,DEPARTURE,08:38.0,1.63
T0479,BLY,ARRIVAL,17:43.0,0.02
T0479,BLY,DEPARTURE,18:13.0,0.02
T0479,SRP,ARRIVAL,24:15.7,1.66
T0479,SRP,DEPARTURE,24:45.7,1.66
T0480,HWH,ARRIVAL,40:36.1,0.6
T0480,HWH,DEPARTURE,42:36.1,0.6
T0480,BLY,ARRIVAL,54:56.3,2.24
T0480,BLY,DEPARTURE,55:26.3,2.24
T0480,SRP,ARRIVAL,58:53.0,1.28
T0480,SRP,DEPARTURE,59:23.0,1.28
T0481,HWH,ARRIVAL,09:56.7,4.95
T0481,HWH,DEPARTURE,11:56.7,4.95
T0481,BLY,ARRIVAL,18:02.7,0.35
T0481,BLY,DEPARTURE,18:32.7,0.35
T0481,SRP,ARRIVAL,23:46.0,1.17
T0481,SRP,DEPARTURE,24:16.0,1.17
T0482,HWH,ARRIVAL,30:24.7,0.41
T0482,HWH,DEPARTURE,32:24.7,0.41
T0482,BLY,ARRIVAL,43:13.4,0.52
T0482,BLY,DEPARTURE,43:43.4,0.52
T0482,SRP,ARRIVAL,48:23.4,0.79
T0482,SRP,DEPARTURE,48:53.4,0.79
T0483,HWH,ARRIVAL,06:39.3,1.66
T0483,HWH,DEPARTURE,08:39.3,1.66
T0483,BLY,ARRIVAL,21:00.7,3.31
T0483,BLY,DEPARTURE,21:30.7,3.31
T0483,SRP,ARRIVAL,23:46.2,1.17
T0483,SRP,DEPARTURE,24:16.2,1.17
T0484,HWH,ARRIVAL,45:26.0,0.43
T0484,HWH,DEPARTURE,47:26.0,0.43
T0484,BLY,ARRIVAL,58:08.3,0.44
T0484,BLY,DEPARTURE,58:38.3,0.44
T0484,SRP,ARRIVAL,03:40.2,1.07
T0484,SRP,DEPARTURE,04:10.2,1.07
T0485,HWH,ARRIVAL,05:13.1,0.22
T0485,HWH,DEPARTURE,07:13.1,0.22
T0485,BLY,ARRIVAL,17:47.6,0.09
T0485,BLY,DEPARTURE,18:17.6,0.09
T0485,SRP,ARRIVAL,22:57.0,0.35
T0485,SRP,DEPARTURE,23:27.0,0.35
T0486,HWH,ARRIVAL,45:16.3,0.27
T0486,HWH,DEPARTURE,47:16.3,0.27
T0486,BLY,ARRIVAL,57:58.9,0.28
T0486,BLY,DEPARTURE,58:28.9,0.28
T0486,SRP,ARRIVAL,02:48.8,0.21
T0486,SRP,DEPARTURE,03:18.8,0.21
T0487,HWH,ARRIVAL,05:02.1,0.03
T0487,HWH,DEPARTURE,07:02.1,0.03
T0487,BLY,ARRIVAL,17:42.9,0.01
